definition,enabled,function_hash,function_name,table_name,trigger_name,status
"CREATE TRIGGER ab_tournament_table_close_requires_empty BEFORE UPDATE OF status, is_deleted ON public.tables FOR EACH ROW EXECUTE FUNCTION trg_tournament_table_close_requires_empty()",O,5dd4fa3f22683dd4a3b23a861fd8ff3b,trg_tournament_table_close_requires_empty,tables,ab_tournament_table_close_requires_empty,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER poker_arena_table_guard BEFORE INSERT OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_poker_guard_arena_structure(),O,3f7340188c01e84f8c0a21597bd6fc03,fn_poker_guard_arena_structure,tables,poker_arena_table_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tables_updated_at BEFORE UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION update_updated_at_column(),O,54801f8bc343c4928383a3e7a1d57d61,update_updated_at_column,tables,tables_updated_at,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,tables,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_on_table_status_change AFTER UPDATE OF status ON public.tables FOR EACH ROW WHEN ((old.status IS DISTINCT FROM new.status)) EXECUTE FUNCTION fn_on_table_status_change(),O,1558760e483a714cc77e8645fe0a51fe,fn_on_table_status_change,tables,trg_on_table_status_change,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tables_auto_cashout_on_close AFTER UPDATE OF status ON public.tables FOR EACH ROW WHEN (((new.status IS DISTINCT FROM old.status) AND (lower(COALESCE(new.status, ''::text)) = ANY (ARRAY['closed'::text, 'completed'::text, 'cancelled'::text, 'finished'::text])))) EXECUTE FUNCTION trg_auto_cashout_on_table_close()",O,0c5ddcd8223e28980655a73cf9f90da3,trg_auto_cashout_on_table_close,tables,trg_tables_auto_cashout_on_close,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tables_autostart_guard BEFORE INSERT OR UPDATE OF auto_start_players, max_players ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_tables_autostart_guard()",O,a5e5cb3e8ec400049b2e1dd2641b433b,fn_tables_autostart_guard,tables,trg_tables_autostart_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_block_deleted_revival BEFORE UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_block_deleted_table_revival(),O,b0ab67c371603e45eede5885055ce242,fn_block_deleted_table_revival,tables,trg_tables_block_deleted_revival,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_capture_management_contract AFTER INSERT OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_capture_managed_game_contract(),O,28e259c9fd0c76f39c5ca5b5f0328777,fn_capture_managed_game_contract,tables,trg_tables_capture_management_contract,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tables_closed_main_releases_index BEFORE INSERT OR UPDATE OF lifecycle, is_deleted, main_index, cluster_id ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_closed_cluster_main_releases_index()",O,24110b324b6d406e070b3bbfb8b1e178,fn_closed_cluster_main_releases_index,tables,trg_tables_closed_main_releases_index,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_cluster_table_ceiling BEFORE INSERT ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_cluster_table_ceiling(),O,0ad0641a5ee0891d6a720f95594a3392,fn_cluster_table_ceiling,tables,trg_tables_cluster_table_ceiling,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_creation_guard BEFORE INSERT ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_tables_creation_guard(),O,e34e22d06e6ecd0d766de04c8a6aec2e,fn_tables_creation_guard,tables,trg_tables_creation_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_emit_game_management_event AFTER INSERT OR DELETE OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_emit_managed_game_row_event(),O,2042d20f7a0f3951352069a279e75362,fn_emit_managed_game_row_event,tables,trg_tables_emit_game_management_event,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_managed_delete_guard BEFORE DELETE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_guard_managed_game_delete(),O,bef4392e9fa3124cecaaf74a739e465b,fn_guard_managed_game_delete,tables,trg_tables_managed_delete_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tables_managed_lifecycle_guard BEFORE UPDATE OF status, is_deleted ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_guard_managed_game_lifecycle()",O,16d4a93cbee7574608e18287bf555f24,fn_guard_managed_game_lifecycle,tables,trg_tables_managed_lifecycle_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_sync_club_counts_del AFTER DELETE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_sync_club_table_counts(),O,960a3c64c28448700907d886e49b941b,fn_sync_club_table_counts,tables,trg_tables_sync_club_counts_del,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_sync_club_counts_ins AFTER INSERT ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_sync_club_table_counts(),O,960a3c64c28448700907d886e49b941b,fn_sync_club_table_counts,tables,trg_tables_sync_club_counts_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tables_sync_club_counts_upd AFTER UPDATE OF status, is_deleted, club_id, union_id, tournament_id ON public.tables FOR EACH ROW WHEN (((new.status IS DISTINCT FROM old.status) OR (new.is_deleted IS DISTINCT FROM old.is_deleted) OR (new.club_id IS DISTINCT FROM old.club_id) OR (new.union_id IS DISTINCT FROM old.union_id) OR (new.tournament_id IS DISTINCT FROM old.tournament_id))) EXECUTE FUNCTION fn_sync_club_table_counts()",O,960a3c64c28448700907d886e49b941b,fn_sync_club_table_counts,tables,trg_tables_sync_club_counts_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_sync_rit BEFORE INSERT OR UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_tables_sync_rit(),O,ccf4af5898c86afba1541cd57018173b,fn_tables_sync_rit,tables,trg_tables_sync_rit,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_union_ownership BEFORE INSERT ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_stamp_table_union_ownership(),O,adf012b27a178a70603ee15e92f87c0d,fn_stamp_table_union_ownership,tables,trg_tables_union_ownership,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tables_union_ownership_upd BEFORE UPDATE ON public.tables FOR EACH ROW EXECUTE FUNCTION fn_enforce_table_union_ownership_update(),O,210f773b42237b874226747b29e672b3,fn_enforce_table_union_ownership_update,tables,trg_tables_union_ownership_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ack_bounty_obligation_from_ledger AFTER INSERT ON public.tournament_bounties FOR EACH ROW EXECUTE FUNCTION fn_ack_bounty_obligation_from_ledger(),O,7e6bd7d2c3a97b84f1120e9fd7ab94f7,fn_ack_bounty_obligation_from_ledger,tournament_bounties,trg_ack_bounty_obligation_from_ledger,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_attach_bounty_ledger_obligation BEFORE INSERT ON public.tournament_bounties FOR EACH ROW EXECUTE FUNCTION fn_attach_bounty_ledger_obligation(),O,3b113e507881d7e4aa5b8371e6df8080,fn_attach_bounty_ledger_obligation,tournament_bounties,trg_attach_bounty_ledger_obligation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ack_bounty_obligation_from_award AFTER INSERT OR UPDATE OF status ON public.tournament_bounty_awards FOR EACH ROW EXECUTE FUNCTION fn_ack_bounty_obligation_from_award(),O,421164bceabab2f209d68de761e38a35,fn_ack_bounty_obligation_from_award,tournament_bounty_awards,trg_ack_bounty_obligation_from_award,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_attach_bounty_award_obligation BEFORE INSERT ON public.tournament_bounty_awards FOR EACH ROW EXECUTE FUNCTION fn_attach_bounty_award_obligation(),O,5adb27fe28e6dfb22efee3cc2582c1a8,fn_attach_bounty_award_obligation,tournament_bounty_awards,trg_attach_bounty_award_obligation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE CONSTRAINT TRIGGER trg_bounty_award_has_recipients AFTER INSERT ON public.tournament_bounty_awards DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION fn_assert_bounty_award_has_recipients(),O,90283ed11d9788af357c9e5ea9b9bedf,fn_assert_bounty_award_has_recipients,tournament_bounty_awards,trg_bounty_award_has_recipients,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_emit_manager_wake_for_settled_bounty AFTER UPDATE OF state ON public.tournament_bounty_obligations FOR EACH ROW EXECUTE FUNCTION fn_emit_manager_wake_for_settled_bounty(),O,cf0e75b229e514c554425e9a3f7b2a1c,fn_emit_manager_wake_for_settled_bounty,tournament_bounty_obligations,trg_emit_manager_wake_for_settled_bounty,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zzzz_freeze_batched_tournament_place BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_obligations FOR EACH ROW EXECUTE FUNCTION trg_freeze_batched_tournament_place(),O,ea8d59c22079878ca589fda30577dc93,trg_freeze_batched_tournament_place,tournament_obligations,zzzz_freeze_batched_tournament_place,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zzzzz_freeze_atomic_final_table_deal_obligation BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_obligations FOR EACH ROW EXECUTE FUNCTION trg_freeze_atomic_final_table_deal_obligation(),O,929a4103a14db5db9d146b9c641767bd,trg_freeze_atomic_final_table_deal_obligation,tournament_obligations,zzzzz_freeze_atomic_final_table_deal_obligation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tournament_payouts_append_only BEFORE DELETE OR UPDATE ON public.tournament_payouts FOR EACH ROW EXECUTE FUNCTION fn_tournament_payouts_are_append_only(),O,d30c473c442a9886be11109263f1dc40,fn_tournament_payouts_are_append_only,tournament_payouts,trg_tournament_payouts_append_only,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_a_payout_row_carries_its_key BEFORE INSERT ON public.tournament_payouts FOR EACH ROW EXECUTE FUNCTION zz_a_payout_row_carries_its_key(),O,818ffaa60a8263a176af34191cda2d5a,zz_a_payout_row_carries_its_key,tournament_payouts,zz_a_payout_row_carries_its_key,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_ca_escrow_seat_payout AFTER INSERT ON public.tournament_payouts FOR EACH ROW WHEN ((new.source = 'satellite_seat'::text)) EXECUTE FUNCTION fn_ca_escrow_on_seat_payout(),O,8a247590515e39c56e717e218b532da1,fn_ca_escrow_on_seat_payout,tournament_payouts,zz_ca_escrow_seat_payout,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_serialize_tournament_player_insert BEFORE INSERT ON public.tournament_players FOR EACH STATEMENT EXECUTE FUNCTION fn_serialize_entry_statement(),O,4ecec1cba7db73f67f44fe08f3791536,fn_serialize_entry_statement,tournament_players,aa_serialize_tournament_player_insert,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_tournament_player_launch_proof_lock BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_lock_tournament_player_launch_proof(),O,74d26c6b61202e5f077c07379b58829e,trg_lock_tournament_player_launch_proof,tournament_players,aa_tournament_player_launch_proof_lock,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER seed_bounty_head AFTER INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_seed_bounty_head(),O,dcc816d3b32709a2ad55398b5d620351,trg_seed_bounty_head,tournament_players,seed_bounty_head,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER tournament_place_collision_watch BEFORE INSERT OR UPDATE OF ""position"" ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_tournament_place_collision()",O,f27ba41503d58160618395dc24ebeb93,trg_tournament_place_collision,tournament_players,tournament_place_collision_watch,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournament_player_name BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_tournament_player_name(),O,6fc3fa52bf8a283d35909e4421918901,trg_tournament_player_name,tournament_players,tournament_player_name,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE CONSTRAINT TRIGGER tournament_roster_cannot_orphan_live_seat AFTER DELETE ON public.tournament_players DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION trg_assert_live_tournament_seat_has_roster(),O,7832e3544f1029a4d31f3db07a2659da,trg_assert_live_tournament_seat_has_roster,tournament_players,tournament_roster_cannot_orphan_live_seat,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE CONSTRAINT TRIGGER tournament_roster_update_cannot_orphan_live_seat AFTER UPDATE OF tournament_id, user_id, status ON public.tournament_players DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION trg_assert_live_tournament_seat_has_roster()",O,7832e3544f1029a4d31f3db07a2659da,trg_assert_live_tournament_seat_has_roster,tournament_players,tournament_roster_update_cannot_orphan_live_seat,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_tournament_entry_gate BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_ca_tournament_entry_gate(),O,63799ff529efacd917879e944ce2e165,fn_ca_tournament_entry_gate,tournament_players,trg_ca_tournament_entry_gate,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_daily_missions_tournament_registered AFTER UPDATE ON public.tournament_players REFERENCING OLD TABLE AS previous_rows NEW TABLE AS updated_rows FOR EACH STATEMENT EXECUTE FUNCTION fn_daily_missions_tournament_registered_updated(),O,b4a2985c8672e0c4cadf7f53a6a26e1b,fn_daily_missions_tournament_registered_updated,tournament_players,trg_daily_missions_tournament_registered,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_daily_missions_tournament_registered_insert AFTER INSERT ON public.tournament_players REFERENCING NEW TABLE AS inserted_rows FOR EACH STATEMENT EXECUTE FUNCTION fn_daily_missions_tournament_registered_inserted(),O,83e6b7b48dd8edba41500d30130ca538,fn_daily_missions_tournament_registered_inserted,tournament_players,trg_daily_missions_tournament_registered_insert,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_enforce_booking_game_cap BEFORE INSERT OR UPDATE OF status ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_enforce_booking_game_cap(),O,0770bebd2ce6924626f2c3c947d23038,fn_enforce_booking_game_cap,tournament_players,trg_enforce_booking_game_cap,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_enforce_tournament_capacity BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_enforce_tournament_capacity(),O,7a1032ac1990c6cd01396364148218ce,fn_enforce_tournament_capacity,tournament_players,trg_enforce_tournament_capacity,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,tournament_players,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_refuse_reentry_with_pending_bounty BEFORE UPDATE OF status ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_refuse_reentry_with_pending_bounty(),O,f08a8f5318184e14f8bc8e173d3d56f3,fn_refuse_reentry_with_pending_bounty,tournament_players,trg_refuse_reentry_with_pending_bounty,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_refuse_zero_chip_field_elimination BEFORE UPDATE ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_refuse_zero_chip_field_elimination(),O,97d03afb414b95e0f3bd959df6075c2c,fn_refuse_zero_chip_field_elimination,tournament_players,trg_refuse_zero_chip_field_elimination,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_sync_tournament_current_players AFTER INSERT OR DELETE OR UPDATE OF status, tournament_id ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_sync_tournament_current_players()",O,91671e89ce82f8d071813fca239a87ec,fn_sync_tournament_current_players,tournament_players,trg_sync_tournament_current_players,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_tournament_players_human_user_club_only BEFORE INSERT OR UPDATE OF tournament_id, user_id ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_ca_reject_automated_user_club_row()",O,7c73094df30c90f94a78cbbd5d24f504,fn_ca_reject_automated_user_club_row,tournament_players,trg_tournament_players_human_user_club_only,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_tournament_players_stamp_club BEFORE INSERT OR UPDATE ON public.tournament_players FOR EACH ROW WHEN ((new.club_id IS NULL)) EXECUTE FUNCTION fn_stamp_entry_club(),O,1f47891ae5cbb8a1e8dbb495a710bd20,fn_stamp_entry_club,tournament_players,trg_tournament_players_stamp_club,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_freeze_entry_guard BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_refuse_new_entries_while_frozen(),O,0af4299f549c144ce93b2f37914f6b4e,fn_refuse_new_entries_while_frozen,tournament_players,zz_freeze_entry_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_restriction_tourney_guard BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION fn_ca_refuse_restricted_entry('tournaments'),O,7b1f259496d3b5ad18a1218d35b9b34e,fn_ca_refuse_restricted_entry,tournament_players,zz_restriction_tourney_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zzzz_freeze_batched_tournament_result BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_freeze_batched_tournament_result(),O,14222acda7118db82f77f831afd8d1a6,trg_freeze_batched_tournament_result,tournament_players,zzzz_freeze_batched_tournament_result,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zzzz_refuse_finalized_tournament_entry BEFORE INSERT ON public.tournament_players FOR EACH ROW EXECUTE FUNCTION trg_refuse_finalized_tournament_entry(),O,d86d79923949a7f5434c5d2a286fdb49,trg_refuse_finalized_tournament_entry,tournament_players,zzzz_refuse_finalized_tournament_entry,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.tournament_tickets FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,tournament_tickets,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_guard_tournament_completing_claim BEFORE UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_guard_tournament_completing_claim(),D,43f54be02a02c7efd3010cabde771de4,fn_guard_tournament_completing_claim,tournaments,aa_guard_tournament_completing_claim,Disabled: Verify Approved Replacement And Reachability
CREATE TRIGGER aaa_guard_atomic_satellite_completion BEFORE UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION trg_guard_atomic_satellite_completion(),D,8ac917a51ecde732a1f9c27527c87219,trg_guard_atomic_satellite_completion,tournaments,aaa_guard_atomic_satellite_completion,Disabled: Verify Approved Replacement And Reachability
CREATE TRIGGER poker_arena_tournament_guard BEFORE INSERT OR UPDATE ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_poker_guard_arena_structure(),O,3f7340188c01e84f8c0a21597bd6fc03,fn_poker_guard_arena_structure,tournaments,poker_arena_tournament_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournament_completed_stats AFTER UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION trg_tournament_completed_stats(),O,074f801970b6e6e90c2370a63816ba28,trg_tournament_completed_stats,tournaments,tournament_completed_stats,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournament_start_time_locked_during_launch BEFORE UPDATE OF start_time ON public.tournaments FOR EACH ROW EXECUTE FUNCTION trg_lock_tournament_start_time_during_launch(),O,41d41eef67325a9e463043269d19b9bf,trg_lock_tournament_start_time_during_launch,tournaments,tournament_start_time_locked_during_launch,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE CONSTRAINT TRIGGER tournaments_cancel_must_refund AFTER UPDATE ON public.tournaments DEFERRABLE INITIALLY DEFERRED FOR EACH ROW WHEN (((upper(COALESCE(new.status, ''::text)) = ANY (ARRAY['CANCELLED'::text, 'CANCELED'::text])) AND (upper(COALESCE(old.status, ''::text)) IS DISTINCT FROM upper(COALESCE(new.status, ''::text))))) EXECUTE FUNCTION trg_tournaments_cancel_must_refund()",O,193aa580f539e18f25836bbf25cf014c,trg_tournaments_cancel_must_refund,tournaments,tournaments_cancel_must_refund,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournaments_creation_guard BEFORE INSERT ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_tournaments_creation_guard(),O,625347745f78aca51aaa83bb769072a7,fn_tournaments_creation_guard,tournaments,tournaments_creation_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER tournaments_guarantee_affordable_ins BEFORE INSERT ON public.tournaments FOR EACH ROW WHEN ((COALESCE(new.guaranteed_prize, (0)::numeric) > (0)::numeric)) EXECUTE FUNCTION trg_tournaments_guarantee_affordable()",O,91f977eaec85de7f6b478d37184e9732,trg_tournaments_guarantee_affordable,tournaments,tournaments_guarantee_affordable_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER tournaments_guarantee_affordable_upd BEFORE UPDATE ON public.tournaments FOR EACH ROW WHEN (((COALESCE(new.guaranteed_prize, (0)::numeric) > (0)::numeric) AND (new.guaranteed_prize IS DISTINCT FROM old.guaranteed_prize))) EXECUTE FUNCTION trg_tournaments_guarantee_affordable()",O,91f977eaec85de7f6b478d37184e9732,trg_tournaments_guarantee_affordable,tournaments,tournaments_guarantee_affordable_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournaments_rank_before_complete BEFORE UPDATE ON public.tournaments FOR EACH ROW WHEN (((new.status = 'COMPLETED'::text) AND (old.status IS DISTINCT FROM 'COMPLETED'::text))) EXECUTE FUNCTION trg_tournaments_rank_before_complete(),O,89f80b8b181cf7717fcdee2a94d161ed,trg_tournaments_rank_before_complete,tournaments,tournaments_rank_before_complete,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER tournaments_short_formats_never_break BEFORE INSERT OR UPDATE OF tournament_type, variant, synchronized_breaks ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_short_formats_never_break()",O,c1a3d79a8fd639618e81ec1b2f25abe7,fn_short_formats_never_break,tournaments,tournaments_short_formats_never_break,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tournaments_spin_completed_guard BEFORE UPDATE ON public.tournaments FOR EACH ROW WHEN (((new.status = 'COMPLETED'::text) AND (old.status IS DISTINCT FROM 'COMPLETED'::text))) EXECUTE FUNCTION trg_spin_completed_guard(),O,47439a8a8cde90ed307f9f79f4eb3a95,trg_spin_completed_guard,tournaments,tournaments_spin_completed_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_clear_seats_on_game_end AFTER UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_clear_seats_on_game_end(),O,9660c076fa2d1739a01ed360933f3c26,fn_clear_seats_on_game_end,tournaments,trg_clear_seats_on_game_end,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,tournaments,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_receipt_mystery_activation AFTER UPDATE OF mystery_bounty_stage ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_receipt_mystery_activation(),O,222c1ea113b7df08cdfad43078022074,fn_receipt_mystery_activation,tournaments,trg_receipt_mystery_activation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_refuse_completed_with_pending_bounties BEFORE UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_refuse_completed_with_pending_bounties(),O,36b386279189cbd1e5a5a9541ba3ec94,fn_refuse_completed_with_pending_bounties,tournaments,trg_refuse_completed_with_pending_bounties,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_refuse_mystery_activation_with_pending_heads BEFORE UPDATE OF mystery_bounty_stage, mystery_bounty_activation_generation ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_refuse_mystery_activation_with_pending_heads()",O,b9be582a1a903cf71e2e32795dd1527e,fn_refuse_mystery_activation_with_pending_heads,tournaments,trg_refuse_mystery_activation_with_pending_heads,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_release_seats_on_tournament_finish AFTER UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_release_seats_on_tournament_finish(),O,7e9ab84b48a96dda6029414f889ab39f,fn_release_seats_on_tournament_finish,tournaments,trg_release_seats_on_tournament_finish,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_retire_manager_wakes_after_terminal_status AFTER UPDATE OF status ON public.tournaments FOR EACH ROW EXECUTE FUNCTION fn_retire_manager_wakes_after_terminal_status(),O,2fa4c2d4bb63ece41ed78c3f11cd770c,fn_retire_manager_wakes_after_terminal_status,tournaments,trg_retire_manager_wakes_after_terminal_status,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
